Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
98.0,Paolo Banchero,23.0,ORL,PF,33.0,33.0,1115.0,0.453,0.509,0.276,0.486,0.76,0.553,0.484,0.238,97.0,93.0,77.0,89.0,97.0,95.0,181.0,58.0,-59.1,-34.8,
99.0,OG Anunoby,28.0,NYK,PF,34.0,33.0,1111.0,0.453,0.551,0.339,0.531,0.803,0.578,0.318,0.465,96.0,101.0,94.0,98.0,102.0,100.0,119.0,112.0,-10.0,-2.3,
100.0,Nikola JokiÄ,30.0,DEN,C,32.0,32.0,1106.0,0.605,0.67,0.435,0.665,0.853,0.713,0.425,0.275,129.0,122.0,121.0,122.0,109.0,123.0,159.0,66.0,136.0,176.2,
101.0,Kyle Kuzma,30.0,MIL,PF,42.0,18.0,1102.0,0.493,0.569,0.314,0.54,0.73,0.574,0.303,0.301,105.0,104.0,87.0,99.0,93.0,99.0,113.0,73.0,-3.2,-6.1,
102.0,Deandre Ayton,27.0,LAL,C,38.0,38.0,1096.0,0.681,0.681,,0.681,0.636,0.684,0.188,0.0,145.0,124.0,,125.0,81.0,118.0,70.0,0.0,96.3,78.7,
103.0,Zach LaVine,30.0,SAC,SG,34.0,33.0,1096.0,0.486,0.565,0.399,0.581,0.866,0.621,0.247,0.474,104.0,103.0,111.0,107.0,110.0,107.0,92.0,114.0,35.9,42.7,
104.0,De'Andre Hunter,28.0,CLE,SF,41.0,23.0,1081.0,0.42,0.53,0.306,0.496,0.879,0.553,0.292,0.491,90.0,97.0,85.0,91.0,112.0,95.0,109.0,118.0,-43.5,-28.3,
105.0,Keldon Johnson,26.0,SAS,SF,45.0,0.0,1079.0,0.556,0.632,0.406,0.624,0.788,0.655,0.288,0.337,118.0,116.0,113.0,115.0,100.0,113.0,108.0,81.0,66.1,68.7,
106.0,Anfernee Simons,26.0,BOS,SG,44.0,0.0,1078.0,0.433,0.486,0.394,0.546,0.884,0.572,0.138,0.575,92.0,89.0,110.0,100.0,112.0,99.0,52.0,139.0,2.4,-8.6,
107.0,Jarace Walker,22.0,IND,PF,46.0,14.0,1075.0,0.381,0.401,0.363,0.476,0.768,0.514,0.245,0.518,81.0,73.0,101.0,87.0,98.0,89.0,92.0,125.0,-52.9,-57.0,
108.0,Moses Moody,23.0,GSW,SG,44.0,33.0,1073.0,0.43,0.5,0.394,0.561,0.797,0.587,0.186,0.665,92.0,91.0,110.0,103.0,101.0,101.0,70.0,160.0,12.6,5.1,
109.0,Reed Sheppard,21.0,HOU,SG,43.0,4.0,1073.0,0.44,0.485,0.407,0.556,0.769,0.571,0.111,0.57,94.0,89.0,113.0,102.0,98.0,98.0,41.0,138.0,11.9,-9.3,
110.0,Cedric Coward,22.0,MEM,SG,40.0,27.0,1065.0,0.473,0.567,0.348,0.548,0.85,0.589,0.249,0.429,101.0,104.0,97.0,101.0,108.0,101.0,93.0,103.0,3.5,8.2,
111.0,Kyshawn George,22.0,WAS,SF,34.0,34.0,1065.0,0.459,0.511,0.397,0.549,0.772,0.578,0.22,0.452,98.0,93.0,111.0,101.0,98.0,100.0,82.0,109.0,4.4,-2.3,
112.0,Jamal Shead,23.0,TOR,PG,47.0,7.0,1049.0,0.366,0.404,0.333,0.456,0.789,0.497,0.23,0.544,78.0,74.0,93.0,84.0,100.0,86.0,86.0,131.0,-54.0,-57.1,
113.0,Neemias Queta,26.0,BOS,C,42.0,42.0,1047.0,0.657,0.667,0.0,0.657,0.657,0.67,0.368,0.014,140.0,122.0,0.0,121.0,84.0,115.0,138.0,3.0,62.8,57.3,
114.0,Bobby Portis,30.0,MIL,PF,44.0,6.0,1042.0,0.486,0.5,0.465,0.578,0.75,0.588,0.085,0.395,104.0,91.0,130.0,106.0,95.0,101.0,32.0,95.0,32.6,7.4,
115.0,Kawhi Leonard,34.0,LAC,SF,31.0,31.0,1039.0,0.497,0.554,0.4,0.571,0.942,0.632,0.314,0.371,106.0,101.0,111.0,105.0,120.0,109.0,117.0,90.0,33.0,70.3,
116.0,Kel'el Ware,21.0,MIA,C,43.0,27.0,1023.0,0.54,0.602,0.415,0.609,0.815,0.632,0.177,0.335,115.0,110.0,115.0,112.0,104.0,109.0,66.0,81.0,47.9,40.7,
117.0,Tre Jones,26.0,CHI,PG,38.0,20.0,1020.0,0.55,0.609,0.328,0.584,0.848,0.648,0.457,0.212,117.0,111.0,91.0,107.0,108.0,112.0,171.0,51.0,24.6,48.8,
118.0,Devin Vassell,25.0,SAS,SG,32.0,32.0,1020.0,0.422,0.477,0.379,0.529,0.868,0.561,0.171,0.563,90.0,87.0,106.0,97.0,110.0,97.0,64.0,136.0,-11.8,-16.9,
119.0,Jalen Duren,22.0,DET,C,36.0,36.0,1019.0,0.627,0.627,,0.627,0.723,0.66,0.475,0.0,134.0,115.0,,115.0,92.0,114.0,178.0,0.0,66.8,77.7,
120.0,Draymond Green,35.0,GSW,PF,38.0,38.0,1014.0,0.426,0.56,0.331,0.523,0.694,0.542,0.174,0.589,91.0,102.0,92.0,96.0,88.0,93.0,65.0,142.0,-11.7,-23.5,
121.0,Ausar Thompson,23.0,DET,SF,39.0,38.0,1012.0,0.51,0.525,0.263,0.518,0.574,0.537,0.381,0.056,109.0,96.0,73.0,95.0,73.0,92.0,142.0,14.0,-17.6,-34.5,
122.0,Rui Hachimura,27.0,LAL,PF,33.0,27.0,1010.0,0.502,0.566,0.419,0.594,0.763,0.608,0.123,0.44,107.0,103.0,117.0,109.0,97.0,105.0,46.0,106.0,31.0,17.8,
123.0,Josh Giddey,23.0,CHI,PG,31.0,30.0,1010.0,0.468,0.514,0.378,0.532,0.762,0.58,0.38,0.335,100.0,94.0,105.0,98.0,97.0,100.0,142.0,81.0,-10.7,-1.0,
124.0,Sam Hauser,28.0,BOS,PF,43.0,15.0,1008.0,0.421,0.526,0.406,0.6,0.9,0.605,0.031,0.882,90.0,96.0,113.0,110.0,114.0,104.0,12.0,213.0,35.9,16.2,
125.0,Cam Spencer,25.0,MEM,SG,42.0,11.0,1001.0,0.484,0.515,0.464,0.627,0.919,0.669,0.254,0.617,103.0,94.0,129.0,115.0,117.0,115.0,95.0,149.0,56.4,66.5,
126.0,Josh Hart,30.0,NYK,SF,33.0,18.0,1001.0,0.498,0.574,0.4,0.585,0.789,0.609,0.191,0.435,106.0,105.0,111.0,108.0,100.0,105.0,71.0,105.0,24.9,18.7,
127.0,Moussa DiabatÃ©,24.0,CHO,C,41.0,15.0,999.0,0.625,0.625,,0.625,0.65,0.649,0.6,0.0,133.0,114.0,,115.0,83.0,112.0,224.0,0.0,32.5,34.5,
128.0,P.J. Washington,27.0,DAL,PF,32.0,31.0,995.0,0.454,0.526,0.318,0.509,0.685,0.539,0.282,0.345,97.0,96.0,89.0,94.0,87.0,93.0,105.0,83.0,-26.5,-35.9,
129.0,Sandro Mamukelashvili,26.0,TOR,C,45.0,10.0,993.0,0.53,0.647,0.38,0.613,0.744,0.633,0.215,0.436,113.0,118.0,106.0,113.0,95.0,109.0,81.0,105.0,50.3,41.8,
130.0,Vit Krejci,25.0,ATL,PG,43.0,7.0,989.0,0.461,0.594,0.425,0.628,0.75,0.639,0.121,0.785,98.0,108.0,118.0,115.0,95.0,110.0,45.0,189.0,50.0,36.8,
131.0,Ayo Dosunmu,26.0,CHI,SG,38.0,7.0,989.0,0.511,0.547,0.459,0.604,0.857,0.635,0.213,0.403,109.0,100.0,128.0,111.0,109.0,109.0,79.0,97.0,47.5,47.5,
132.0,Kyle Filipowski,22.0,UTA,C,44.0,15.0,985.0,0.462,0.544,0.31,0.517,0.708,0.549,0.29,0.35,98.0,99.0,86.0,95.0,90.0,95.0,108.0,85.0,-17.9,-23.4,
133.0,Luguentz Dort,26.0,OKC,SF,36.0,36.0,978.0,0.393,0.541,0.338,0.517,0.88,0.535,0.092,0.728,84.0,99.0,94.0,95.0,112.0,92.0,34.0,176.0,-14.8,-25.6,
134.0,Marcus Smart,31.0,LAL,SG,34.0,27.0,968.0,0.407,0.55,0.324,0.509,0.886,0.56,0.256,0.634,87.0,100.0,90.0,94.0,113.0,96.0,96.0,153.0,-18.9,-12.7,
135.0,Gary Trent Jr.,27.0,MIL,SG,40.0,17.0,967.0,0.378,0.434,0.356,0.507,0.818,0.526,0.11,0.722,81.0,79.0,99.0,93.0,104.0,91.0,41.0,174.0,-22.1,-34.0,
136.0,Terance Mann,29.0,BRK,SG,38.0,35.0,966.0,0.447,0.521,0.337,0.515,0.821,0.554,0.236,0.401,95.0,95.0,94.0,95.0,104.0,95.0,88.0,97.0,-13.7,-13.8,
137.0,Spencer Jones,24.0,DEN,SF,41.0,29.0,963.0,0.514,0.68,0.394,0.628,0.634,0.637,0.229,0.581,110.0,124.0,110.0,116.0,81.0,110.0,86.0,140.0,30.3,22.2,
138.0,LaMelo Ball,24.0,CHO,PG,35.0,32.0,956.0,0.407,0.462,0.362,0.507,0.884,0.54,0.163,0.554,87.0,84.0,101.0,93.0,112.0,93.0,61.0,134.0,-43.0,-50.5,
139.0,Mark Williams,24.0,PHO,C,40.0,36.0,955.0,0.652,0.65,1.0,0.653,0.784,0.694,0.467,0.003,139.0,119.0,278.0,120.0,100.0,119.0,174.0,1.0,62.9,78.3,
140.0,Alex Sarr,20.0,WAS,C,34.0,34.0,955.0,0.502,0.542,0.344,0.536,0.706,0.563,0.255,0.2,107.0,99.0,96.0,99.0,90.0,97.0,95.0,48.0,-6.8,-17.9,
141.0,Dennis SchrÃ¶der,32.0,SAC,PG,36.0,12.0,953.0,0.414,0.459,0.345,0.481,0.815,0.536,0.316,0.393,88.0,84.0,96.0,89.0,104.0,92.0,118.0,95.0,-47.0,-38.5,
142.0,Jock Landale,30.0,MEM,C,41.0,21.0,949.0,0.525,0.589,0.398,0.592,0.671,0.608,0.24,0.333,112.0,108.0,111.0,109.0,85.0,105.0,90.0,80.0,34.0,21.5,
143.0,Klay Thompson,35.0,DAL,SF,42.0,8.0,931.0,0.389,0.416,0.379,0.527,0.742,0.536,0.069,0.723,83.0,76.0,106.0,97.0,94.0,92.0,26.0,175.0,-15.5,-41.7,
144.0,Ace Bailey,19.0,UTA,SF,38.0,27.0,930.0,0.452,0.529,0.35,0.527,0.722,0.539,0.098,0.428,96.0,97.0,98.0,97.0,92.0,93.0,37.0,103.0,-12.1,-31.5,
145.0,Egor DÑmin,19.0,BRK,PG,38.0,30.0,930.0,0.404,0.412,0.4,0.544,0.838,0.564,0.113,0.703,86.0,75.0,111.0,100.0,107.0,97.0,42.0,170.0,0.4,-11.6,
146.0,Svi Mykhailiuk,28.0,UTA,SF,38.0,38.0,927.0,0.472,0.637,0.386,0.599,0.905,0.614,0.079,0.659,101.0,116.0,108.0,110.0,115.0,106.0,29.0,159.0,29.6,18.3,
147.0,Kevin Huerter,27.0,CHI,SF,39.0,10.0,926.0,0.459,0.636,0.313,0.545,0.769,0.564,0.142,0.549,98.0,116.0,87.0,100.0,98.0,97.0,53.0,132.0,1.0,-12.5,
148.0,Miles McBride,25.0,NYK,SG,33.0,14.0,925.0,0.441,0.45,0.437,0.588,0.846,0.606,0.115,0.674,94.0,82.0,122.0,108.0,108.0,104.0,43.0,162.0,30.3,18.3,
149.0,Jarrett Allen,27.0,CLE,C,34.0,34.0,923.0,0.59,0.601,0.143,0.592,0.772,0.639,0.453,0.023,126.0,110.0,40.0,109.0,98.0,110.0,169.0,6.0,28.8,42.2,
150.0,Jusuf NurkiÄ,31.0,UTA,C,35.0,30.0,922.0,0.503,0.542,0.344,0.537,0.563,0.549,0.31,0.197,107.0,99.0,96.0,99.0,72.0,95.0,116.0,47.0,-4.1,-22.0,
151.0,Isaiah Stewart,24.0,DET,C,39.0,11.0,918.0,0.535,0.628,0.347,0.593,0.747,0.62,0.276,0.332,114.0,115.0,97.0,109.0,95.0,107.0,103.0,80.0,28.0,25.6,
152.0,Oso Ighodaro,23.0,PHO,PF,45.0,7.0,904.0,0.616,0.619,0.0,0.616,0.5,0.61,0.328,0.006,131.0,113.0,0.0,113.0,64.0,105.0,122.0,1.0,25.5,11.9,
153.0,Jordan Goodwin,27.0,PHO,PG,42.0,2.0,903.0,0.405,0.47,0.344,0.494,0.735,0.508,0.098,0.517,86.0,86.0,96.0,91.0,94.0,88.0,37.0,125.0,-34.4,-52.4,
154.0,Tre Johnson,19.0,WAS,SG,36.0,18.0,900.0,0.448,0.508,0.393,0.55,0.889,0.578,0.147,0.519,96.0,93.0,109.0,101.0,113.0,100.0,55.0,125.0,4.8,-1.9,
155.0,Isaac Okoro,25.0,CHI,SG,36.0,36.0,900.0,0.471,0.589,0.333,0.548,0.778,0.578,0.225,0.463,100.0,108.0,93.0,101.0,99.0,100.0,84.0,112.0,2.0,-1.3,
156.0,Jay Huff,27.0,IND,C,46.0,26.0,899.0,0.469,0.743,0.316,0.57,0.833,0.595,0.157,0.643,100.0,136.0,88.0,105.0,106.0,102.0,59.0,155.0,16.3,9.3,
157.0,Zion Williamson,25.0,NOP,PF,31.0,24.0,897.0,0.58,0.584,0.0,0.58,0.694,0.623,0.578,0.007,124.0,107.0,0.0,107.0,88.0,107.0,216.0,2.0,31.9,46.0,
158.0,Victor Wembanyama,22.0,SAS,C,31.0,22.0,894.0,0.51,0.559,0.389,0.566,0.846,0.626,0.405,0.29,109.0,102.0,108.0,104.0,108.0,108.0,151.0,70.0,23.0,54.9,
159.0,Sidy Cissoko,21.0,POR,SF,41.0,20.0,887.0,0.391,0.5,0.326,0.493,0.7,0.526,0.279,0.628,83.0,91.0,91.0,91.0,89.0,91.0,104.0,151.0,-21.8,-26.3,
160.0,Zaccharie Risacher,20.0,ATL,SF,36.0,36.0,887.0,0.462,0.553,0.358,0.546,0.642,0.558,0.157,0.47,98.0,101.0,100.0,100.0,82.0,96.0,59.0,113.0,1.4,-16.5,
161.0,Jerami Grant,31.0,POR,PF,30.0,14.0,883.0,0.432,0.479,0.378,0.52,0.853,0.598,0.48,0.465,92.0,87.0,105.0,96.0,109.0,103.0,179.0,112.0,-18.8,17.3,
162.0,Kentavious Caldwell-Pope,32.0,MEM,SG,42.0,13.0,882.0,0.401,0.469,0.336,0.486,0.935,0.535,0.211,0.507,86.0,86.0,93.0,89.0,119.0,92.0,79.0,122.0,-33.7,-29.0,
163.0,Brice Sensabaugh,22.0,UTA,SF,42.0,9.0,878.0,0.449,0.602,0.322,0.537,0.872,0.578,0.227,0.549,96.0,110.0,90.0,99.0,111.0,100.0,85.0,132.0,-5.1,-2.0,
164.0,Giannis Antetokounmpo,31.0,MIL,PF,30.0,30.0,876.0,0.645,0.666,0.395,0.66,0.658,0.679,0.612,0.078,137.0,122.0,110.0,121.0,84.0,117.0,229.0,19.0,113.4,121.3,
165.0,Luke Kornet,30.0,SAS,C,36.0,22.0,874.0,0.667,0.667,,0.667,0.821,0.71,0.448,0.0,142.0,122.0,,123.0,104.0,122.0,168.0,0.0,42.8,54.1,
166.0,Kris Murray,25.0,POR,SF,34.0,11.0,874.0,0.446,0.598,0.256,0.503,0.738,0.535,0.24,0.446,95.0,109.0,71.0,92.0,94.0,92.0,90.0,108.0,-14.3,-17.6,
167.0,Maxime Raynaud,22.0,SAC,C,38.0,24.0,873.0,0.541,0.569,0.3,0.557,0.714,0.579,0.216,0.103,115.0,104.0,84.0,102.0,91.0,100.0,81.0,25.0,7.5,-1.2,
168.0,Tristan Da Silva,24.0,ORL,SF,38.0,14.0,872.0,0.439,0.5,0.379,0.534,0.842,0.556,0.125,0.502,94.0,91.0,106.0,98.0,107.0,96.0,47.0,121.0,-5.7,-15.5,
169.0,LeBron James,41.0,LAL,SF,26.0,26.0,865.0,0.508,0.581,0.331,0.556,0.742,0.595,0.355,0.292,108.0,106.0,92.0,102.0,94.0,103.0,133.0,70.0,10.8,14.4,
170.0,Nicolas Batum,37.0,LAC,PF,43.0,4.0,864.0,0.393,0.375,0.394,0.58,0.818,0.59,0.067,0.951,84.0,69.0,110.0,107.0,104.0,102.0,25.0,229.0,11.7,3.1,
171.0,Brandon Williams,26.0,DAL,PG,39.0,11.0,864.0,0.455,0.552,0.192,0.481,0.787,0.546,0.42,0.268,97.0,101.0,53.0,88.0,100.0,94.0,157.0,65.0,-46.3,-30.6,
172.0,Jordan Clarkson,33.0,NYK,SG,44.0,0.0,859.0,0.425,0.513,0.33,0.504,0.778,0.531,0.172,0.48,91.0,94.0,92.0,93.0,99.0,91.0,64.0,116.0,-29.1,-39.3,
173.0,Ron Holland,20.0,DET,SF,41.0,5.0,857.0,0.418,0.516,0.243,0.462,0.776,0.508,0.284,0.358,89.0,94.0,68.0,85.0,99.0,88.0,106.0,86.0,-49.1,-48.6,
174.0,Isaiah Collier,21.0,UTA,PG,37.0,5.0,857.0,0.508,0.556,0.34,0.546,0.653,0.577,0.421,0.221,108.0,102.0,95.0,100.0,83.0,99.0,157.0,53.0,1.0,-2.3,
175.0,Pelle Larsson,24.0,MIA,SG,37.0,24.0,857.0,0.473,0.582,0.311,0.536,0.739,0.575,0.333,0.402,101.0,106.0,87.0,99.0,94.0,99.0,125.0,97.0,-4.1,-3.5,
176.0,Cameron Johnson,29.0,DEN,SF,28.0,28.0,857.0,0.461,0.496,0.429,0.571,0.81,0.604,0.237,0.514,98.0,91.0,119.0,105.0,103.0,104.0,88.0,124.0,13.6,12.9,
177.0,Josh Okogie,27.0,HOU,SG,43.0,27.0,855.0,0.444,0.5,0.396,0.55,0.646,0.569,0.254,0.534,95.0,91.0,110.0,101.0,82.0,98.0,95.0,129.0,2.5,-5.0,
178.0,Franz Wagner,24.0,ORL,SF,26.0,26.0,854.0,0.482,0.521,0.368,0.529,0.826,0.593,0.418,0.258,103.0,95.0,102.0,97.0,105.0,102.0,156.0,62.0,-11.9,11.9,
179.0,Malik Monk,27.0,SAC,SG,38.0,0.0,851.0,0.444,0.465,0.422,0.545,0.859,0.575,0.169,0.476,95.0,85.0,118.0,100.0,109.0,99.0,63.0,115.0,0.9,-4.6,
180.0,Caleb Love,24.0,POR,SG,38.0,1.0,850.0,0.394,0.487,0.333,0.495,0.744,0.511,0.107,0.606,84.0,89.0,93.0,91.0,95.0,88.0,40.0,146.0,-39.1,-58.6,
181.0,Dean Wade,29.0,CLE,PF,37.0,16.0,842.0,0.393,0.6,0.323,0.514,0.75,0.539,0.18,0.747,84.0,110.0,90.0,95.0,95.0,93.0,67.0,180.0,-10.6,-16.0,
182.0,Brandon Miller,23.0,CHO,SF,28.0,28.0,841.0,0.42,0.48,0.356,0.505,0.843,0.545,0.217,0.48,90.0,88.0,99.0,93.0,107.0,94.0,81.0,116.0,-36.0,-36.7,
183.0,Luke Kennard,29.0,ATL,SG,41.0,0.0,838.0,0.528,0.608,0.481,0.68,0.933,0.702,0.14,0.631,113.0,111.0,134.0,125.0,119.0,121.0,52.0,152.0,58.3,55.2,
184.0,Collin Sexton,27.0,CHO,SG,36.0,12.0,836.0,0.493,0.547,0.385,0.557,0.875,0.621,0.39,0.331,105.0,100.0,107.0,102.0,111.0,107.0,146.0,80.0,9.7,35.0,
185.0,Javonte Green,32.0,DET,SG,43.0,4.0,829.0,0.447,0.547,0.366,0.549,0.754,0.582,0.274,0.553,95.0,100.0,102.0,101.0,96.0,100.0,103.0,133.0,2.3,0.6,
186.0,Grayson Allen,30.0,PHO,SG,28.0,19.0,825.0,0.422,0.521,0.375,0.549,0.831,0.578,0.178,0.679,90.0,95.0,104.0,101.0,106.0,100.0,67.0,164.0,4.1,-2.0,
187.0,Quinten Post,25.0,GSW,PF,46.0,31.0,817.0,0.441,0.615,0.348,0.554,0.792,0.566,0.077,0.652,94.0,112.0,97.0,102.0,101.0,97.0,29.0,157.0,6.6,-9.7,
188.0,Precious Achiuwa,26.0,SAC,C,39.0,25.0,815.0,0.515,0.557,0.333,0.546,0.529,0.553,0.295,0.19,110.0,102.0,93.0,100.0,67.0,95.0,110.0,46.0,1.3,-14.9,
189.0,Austin Reaves,27.0,LAL,SG,23.0,22.0,812.0,0.507,0.626,0.365,0.59,0.873,0.666,0.528,0.456,108.0,114.0,102.0,108.0,111.0,115.0,197.0,110.0,34.4,78.3,
190.0,Ryan Kalkbrenner,24.0,CHO,C,33.0,26.0,807.0,0.772,0.782,0.0,0.772,0.717,0.778,0.38,0.013,165.0,143.0,0.0,142.0,91.0,134.0,142.0,3.0,72.2,72.9,
191.0,Dominick Barlow,22.0,PHI,PF,33.0,29.0,797.0,0.552,0.653,0.26,0.585,0.778,0.618,0.278,0.258,118.0,119.0,72.0,108.0,99.0,106.0,104.0,62.0,16.0,16.2,
192.0,Collin Murray-Boyles,20.0,TOR,PF,37.0,13.0,796.0,0.536,0.581,0.349,0.57,0.642,0.585,0.239,0.194,114.0,106.0,97.0,105.0,82.0,101.0,89.0,47.0,11.6,2.2,
193.0,Darius Garland,26.0,CLE,PG,26.0,26.0,792.0,0.451,0.521,0.36,0.529,0.861,0.567,0.21,0.435,96.0,95.0,100.0,97.0,109.0,98.0,78.0,105.0,-11.0,-11.1,
194.0,Ryan Dunn,23.0,PHO,SF,38.0,11.0,791.0,0.452,0.568,0.313,0.523,0.692,0.536,0.12,0.456,96.0,104.0,87.0,96.0,88.0,92.0,45.0,110.0,-9.0,-20.2,
195.0,Ben Sheppard,24.0,IND,SG,35.0,12.0,787.0,0.377,0.468,0.323,0.478,0.765,0.505,0.164,0.628,80.0,85.0,90.0,88.0,97.0,87.0,61.0,152.0,-27.1,-33.7,
196.0,Will Richard,23.0,GSW,SG,41.0,15.0,784.0,0.486,0.671,0.365,0.596,0.814,0.624,0.207,0.606,103.0,123.0,102.0,110.0,104.0,107.0,77.0,146.0,21.8,19.5,
197.0,Nique Clifford,23.0,SAC,SG,42.0,3.0,779.0,0.401,0.491,0.292,0.467,0.676,0.487,0.16,0.453,85.0,90.0,81.0,86.0,86.0,84.0,60.0,109.0,-32.5,-42.5,
198.0,Jose Alvarado,27.0,NOP,PG,35.0,0.0,776.0,0.424,0.542,0.361,0.542,0.826,0.558,0.097,0.651,90.0,99.0,101.0,100.0,105.0,96.0,36.0,157.0,-0.8,-11.1,
199.0,Gradey Dick,22.0,TOR,SG,47.0,1.0,774.0,0.425,0.558,0.309,0.508,0.847,0.549,0.228,0.537,90.0,102.0,86.0,93.0,108.0,95.0,85.0,129.0,-18.7,-17.9,
200.0,Kevin Porter Jr.,25.0,MIL,PG,23.0,22.0,773.0,0.443,0.49,0.358,0.507,0.845,0.563,0.323,0.353,94.0,89.0,100.0,93.0,108.0,97.0,121.0,85.0,-22.2,-11.9,
