Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1.0,Tyrese Maxey,25.0,PHI,PG,41.0,41.0,1621.0,23.1,0.598,0.399,0.272,0.8,11.3,6.0,29.7,2.6,2.2,9.0,29.5,4.2,2.0,6.2,0.185,5.7,1.1,6.8,3.5,
2.0,Amen Thompson,23.0,HOU,PG,43.0,43.0,1606.0,18.2,0.577,0.138,0.348,8.4,14.6,11.5,20.1,1.8,1.4,13.5,20.6,3.2,1.9,5.2,0.155,1.3,0.7,2.0,1.6,
3.0,Scottie Barnes,24.0,TOR,PF,46.0,46.0,1591.0,19.5,0.576,0.207,0.261,6.9,19.9,13.3,24.3,1.9,4.1,13.4,24.3,2.0,2.6,4.6,0.139,1.8,2.0,3.8,2.3,
4.0,Toumani Camara,25.0,POR,PF,46.0,46.0,1558.0,10.4,0.567,0.667,0.169,5.5,10.9,8.1,11.2,1.4,1.3,14.8,16.2,0.8,1.1,2.0,0.06,-1.3,-0.5,-1.8,0.1,
5.0,DeMar DeRozan,36.0,SAC,PF,46.0,46.0,1540.0,17.7,0.603,0.157,0.404,1.7,9.4,5.5,18.0,2.0,0.6,6.7,21.4,3.3,0.5,3.9,0.121,0.6,-0.3,0.3,0.9,
6.0,Dyson Daniels,22.0,ATL,SG,45.0,45.0,1537.0,13.8,0.52,0.138,0.177,7.0,14.4,10.7,24.2,2.5,1.2,15.8,16.2,1.0,1.8,2.7,0.085,-1.6,1.1,-0.5,0.6,
7.0,Trey Murphy III,25.0,NOP,SF,43.0,43.0,1535.0,19.4,0.636,0.515,0.252,3.3,15.3,9.1,15.3,2.1,0.8,9.9,22.6,3.5,0.8,4.3,0.133,3.4,-0.9,2.5,1.7,
8.0,Jalen Johnson,24.0,ATL,SF,43.0,43.0,1532.0,21.2,0.601,0.27,0.326,4.6,27.8,16.0,34.2,1.6,1.3,15.3,26.7,2.5,2.0,4.5,0.141,3.2,1.2,4.3,2.4,
9.0,Brandon Ingram,28.0,TOR,SF,45.0,45.0,1531.0,16.2,0.568,0.291,0.266,2.7,17.0,9.8,17.3,1.1,2.2,12.3,27.3,0.5,1.9,2.4,0.076,0.8,-0.4,0.3,0.9,
10.0,Mikal Bridges,29.0,NYK,SF,44.0,43.0,1526.0,16.9,0.604,0.448,0.085,3.5,10.8,7.1,17.0,2.2,2.6,7.3,17.1,3.3,1.6,4.9,0.153,2.4,1.3,3.7,2.2,
11.0,Keyonte George,22.0,UTA,PG,44.0,44.0,1514.0,18.7,0.616,0.414,0.429,1.5,11.3,6.3,29.8,1.5,0.8,14.7,27.8,2.8,0.0,2.8,0.09,3.0,-2.2,0.9,1.1,
12.0,Julius Randle,31.0,MIN,PF,45.0,45.0,1513.0,20.4,0.603,0.298,0.418,5.5,17.2,11.5,24.5,1.5,0.5,12.1,26.7,3.6,1.8,5.4,0.17,2.7,0.1,2.8,1.8,
13.0,Kevin Durant,37.0,HOU,SF,41.0,41.0,1511.0,20.9,0.636,0.318,0.344,1.3,15.2,8.3,19.4,1.0,2.4,13.0,26.9,4.2,1.6,5.8,0.184,4.2,0.1,4.4,2.4,
14.0,Pascal Siakam,31.0,IND,PF,44.0,44.0,1492.0,18.9,0.563,0.262,0.323,5.0,17.4,10.9,21.1,1.6,1.1,9.4,29.0,1.3,1.4,2.6,0.085,2.4,-0.6,1.8,1.4,
15.0,Nickeil Alexander-Walker,27.0,ATL,SG,45.0,38.0,1482.0,15.2,0.584,0.516,0.245,2.0,9.8,5.8,15.4,1.6,1.7,10.4,24.6,1.0,1.2,2.2,0.071,0.6,-1.2,-0.6,0.5,
16.0,Jabari Smith Jr.,22.0,HOU,PF,42.0,42.0,1470.0,12.8,0.544,0.493,0.209,5.1,16.8,11.0,7.3,1.1,2.3,8.7,18.3,1.6,1.7,3.3,0.108,-0.8,-0.3,-1.2,0.3,
17.0,Shai Gilgeous-Alexander,27.0,OKC,PG,44.0,44.0,1469.0,32.1,0.674,0.242,0.464,1.7,12.1,7.2,32.4,1.9,2.4,7.5,33.6,7.9,2.7,10.6,0.346,9.5,2.7,12.2,5.2,
18.0,Deni Avdija,25.0,POR,SF,42.0,42.0,1464.0,21.3,0.616,0.382,0.58,3.2,19.1,11.0,31.9,1.1,1.5,15.4,29.1,3.6,1.4,5.0,0.165,4.6,0.4,5.0,2.6,
19.0,James Harden,36.0,LAC,PG,41.0,41.0,1463.0,21.8,0.596,0.5,0.485,2.1,13.4,7.9,37.5,1.8,0.9,14.5,31.5,3.4,1.0,4.4,0.144,4.7,-1.2,3.4,2.0,
20.0,Desmond Bane,27.0,ORL,SG,43.0,43.0,1455.0,14.9,0.56,0.324,0.244,4.3,10.6,7.4,20.4,1.1,1.4,11.6,23.7,1.4,1.2,2.6,0.087,0.2,-0.8,-0.6,0.5,
21.0,Jamal Murray,28.0,DEN,PG,41.0,41.0,1453.0,22.7,0.621,0.397,0.24,1.5,11.9,6.9,32.8,1.4,0.9,10.2,28.7,4.2,0.9,5.2,0.17,5.7,-1.6,4.1,2.3,
22.0,Miles Bridges,27.0,CHO,PF,44.0,44.0,1444.0,16.0,0.561,0.448,0.255,3.6,17.7,10.8,16.4,0.7,1.3,7.9,23.2,2.3,1.0,3.3,0.111,1.3,-0.9,0.5,0.9,
23.0,Onyeka Okongwu,25.0,ATL,C,45.0,34.0,1443.0,15.9,0.592,0.431,0.219,6.4,20.5,13.4,14.9,1.8,2.7,12.7,20.6,1.3,1.8,3.1,0.104,-0.4,0.3,-0.1,0.7,
24.0,Donte DiVincenzo,29.0,MIN,SG,45.0,45.0,1435.0,13.6,0.576,0.756,0.151,3.5,12.1,7.9,17.7,2.0,1.3,10.7,16.9,1.9,1.7,3.6,0.121,0.5,0.8,1.3,1.2,
25.0,Immanuel Quickley,26.0,TOR,PG,44.0,44.0,1433.0,16.4,0.571,0.522,0.246,1.8,12.9,7.3,27.5,1.8,0.3,10.2,21.6,2.3,1.7,4.0,0.133,1.7,0.3,2.0,1.5,
26.0,Derrick White,31.0,BOS,SG,42.0,42.0,1432.0,16.9,0.526,0.587,0.19,3.2,11.6,7.4,22.0,1.9,4.4,9.8,23.5,1.9,1.7,3.6,0.121,2.5,0.5,3.0,1.8,
27.0,Donovan Mitchell,29.0,CLE,SG,42.0,42.0,1431.0,22.8,0.617,0.479,0.295,2.6,12.7,7.6,28.0,2.1,0.6,11.6,32.2,3.4,1.4,4.8,0.162,5.6,-0.2,5.4,2.7,
28.0,Cooper Flagg,19.0,DAL,SF,42.0,42.0,1421.0,16.1,0.554,0.229,0.289,3.7,15.9,10.0,18.4,1.8,1.9,11.7,23.9,0.6,1.9,2.6,0.087,-0.3,0.9,0.6,0.9,
29.0,Kon Knueppel,20.0,CHO,SF,44.0,43.0,1417.0,16.8,0.637,0.573,0.199,4.3,14.7,9.6,16.9,1.0,0.6,12.9,22.3,2.8,0.9,3.7,0.126,2.8,-0.9,1.9,1.4,
30.0,Payton Pritchard,28.0,BOS,PG,43.0,43.0,1413.0,17.3,0.567,0.527,0.138,3.4,11.4,7.4,23.3,1.3,0.4,7.1,21.0,3.5,1.1,4.6,0.156,2.5,-0.7,1.8,1.4,
31.0,Jaylen Brown,29.0,BOS,SF,41.0,41.0,1411.0,22.7,0.577,0.267,0.332,4.2,17.4,10.8,24.9,1.5,1.1,12.6,36.9,2.3,1.5,3.8,0.131,3.9,-1.0,2.9,1.7,
32.0,VJ Edgecombe,20.0,PHI,SG,39.0,39.0,1399.0,13.1,0.535,0.431,0.178,5.1,11.4,8.2,17.0,2.1,1.3,11.3,19.4,0.9,1.5,2.4,0.082,-0.9,0.3,-0.6,0.5,
33.0,Devin Booker,29.0,PHO,SG,41.0,41.0,1394.0,19.6,0.58,0.297,0.438,2.7,10.7,6.6,29.7,1.3,0.8,13.1,31.2,2.7,1.3,4.0,0.137,2.7,-0.9,1.8,1.3,
34.0,Ryan Rollins,23.0,MIL,PG,44.0,39.0,1390.0,15.7,0.563,0.431,0.151,3.0,12.9,8.0,26.1,2.4,1.3,13.7,23.2,0.9,1.4,2.3,0.079,0.1,0.0,0.1,0.7,
35.0,Jaden McDaniels,25.0,MIN,PF,43.0,43.0,1386.0,14.4,0.615,0.302,0.239,4.0,11.4,7.8,12.6,1.6,2.6,12.3,18.3,1.9,1.6,3.5,0.121,-0.6,0.6,0.0,0.7,
36.0,Russell Westbrook,37.0,SAC,SF,46.0,40.0,1367.0,15.7,0.538,0.445,0.224,5.3,17.8,11.4,34.5,2.3,0.5,18.9,25.5,-0.2,0.9,0.7,0.024,0.9,-0.6,0.3,0.8,
37.0,Rudy Gobert,33.0,MIN,C,43.0,43.0,1363.0,17.7,0.686,0.004,0.605,13.7,25.5,19.7,7.4,1.1,4.8,14.2,12.4,3.0,2.2,5.2,0.183,0.0,0.9,1.0,1.0,
38.0,Jalen Brunson,29.0,NYK,PG,39.0,38.0,1341.0,21.4,0.594,0.366,0.283,1.6,8.7,5.1,29.7,0.9,0.2,8.9,31.4,3.9,0.7,4.6,0.165,4.8,-1.9,2.9,1.7,
39.0,Evan Mobley,24.0,CLE,PF,40.0,38.0,1332.0,18.9,0.581,0.277,0.342,7.4,21.2,14.2,18.1,1.4,5.4,12.1,21.8,1.8,1.9,3.7,0.134,1.3,1.5,2.9,1.6,
40.0,Nikola VuÄeviÄ,35.0,CHI,C,43.0,43.0,1321.0,18.5,0.583,0.339,0.106,7.7,23.7,15.8,18.3,1.0,1.8,8.8,21.7,2.1,1.2,3.4,0.122,1.9,-0.3,1.6,1.2,
41.0,Royce O'Neale,32.0,PHO,SF,45.0,40.0,1319.0,11.6,0.605,0.822,0.051,2.6,16.6,9.4,13.5,2.0,1.0,15.4,14.5,1.0,1.7,2.7,0.098,-0.1,1.1,1.0,1.0,
42.0,Cade Cunningham,24.0,DET,PG,37.0,37.0,1314.0,21.1,0.561,0.304,0.369,3.1,14.8,9.0,42.6,2.0,2.3,14.7,30.6,2.4,2.2,4.6,0.169,4.1,1.3,5.3,2.4,
43.0,Karl-Anthony Towns,30.0,NYK,C,41.0,40.0,1313.0,20.8,0.601,0.325,0.445,9.9,30.0,19.7,13.6,1.4,2.1,13.2,26.1,2.7,1.8,4.6,0.167,2.1,-0.1,1.9,1.3,
44.0,Anthony Black,22.0,ORL,PG,43.0,23.0,1312.0,13.8,0.561,0.37,0.311,2.7,12.0,7.3,19.5,2.0,1.9,14.7,22.5,0.3,1.5,1.8,0.065,-1.0,0.3,-0.7,0.4,
45.0,Naji Marshall,28.0,DAL,SF,45.0,22.0,1306.0,16.4,0.639,0.299,0.384,3.0,13.9,8.6,15.2,1.7,0.3,10.6,18.5,2.4,1.5,3.9,0.145,0.0,1.0,1.0,1.0,
46.0,Andrew Wiggins,30.0,MIA,SF,41.0,41.0,1294.0,14.4,0.569,0.369,0.173,5.7,10.4,8.0,12.5,1.7,2.9,11.2,20.2,0.8,1.5,2.3,0.087,0.0,0.5,0.5,0.8,
47.0,Julian Champagnie,24.0,SAS,SF,45.0,31.0,1290.0,13.1,0.605,0.769,0.216,3.7,19.5,11.7,7.0,1.5,1.3,9.5,15.7,1.4,1.8,3.3,0.121,0.5,0.6,1.1,1.0,
48.0,Peyton Watson,23.0,DEN,SF,43.0,33.0,1287.0,15.0,0.615,0.346,0.344,3.7,14.9,9.6,8.7,1.8,3.4,12.5,19.6,1.2,1.3,2.5,0.092,-0.4,-0.3,-0.6,0.4,
49.0,Luka DonÄiÄ,26.0,LAL,PG,35.0,35.0,1273.0,27.2,0.605,0.455,0.506,2.9,21.7,12.6,41.3,2.1,1.3,13.5,38.1,3.6,1.3,4.9,0.185,7.1,0.7,7.8,3.2,
50.0,Collin Gillespie,26.0,PHO,PG,45.0,26.0,1272.0,16.9,0.601,0.648,0.124,3.9,12.6,8.1,24.5,2.5,0.9,13.3,19.1,2.4,1.6,4.0,0.151,2.8,1.1,4.0,1.9,
51.0,Harrison Barnes,33.0,SAS,PF,45.0,45.0,1271.0,11.0,0.577,0.604,0.201,3.1,8.2,5.7,10.1,1.2,0.5,9.3,15.3,1.2,1.2,2.5,0.094,-0.9,-0.1,-0.9,0.3,
52.0,CJ McCollum,34.0,2TM,PG,42.0,36.0,1269.0,15.2,0.562,0.444,0.206,2.3,9.6,5.9,18.6,1.1,1.0,9.1,25.1,1.0,0.1,1.2,0.045,0.7,-2.6,-1.8,0.1,
52.0,CJ McCollum,34.0,WAS,SG,35.0,35.0,1082.0,15.4,0.573,0.461,0.193,2.2,9.9,6.1,18.4,1.1,0.7,9.2,24.4,1.2,0.0,1.2,0.052,1.1,-2.7,-1.6,0.1,
52.0,CJ McCollum,34.0,ATL,PG,7.0,1.0,187.0,13.9,0.509,0.358,0.274,2.3,8.3,5.2,19.7,1.3,2.4,8.5,29.0,-0.1,0.1,0.0,0.004,-1.2,-1.7,-2.9,0.0,
53.0,Quentin Grimes,25.0,PHI,SG,41.0,7.0,1267.0,13.0,0.593,0.579,0.337,2.3,11.7,6.9,16.9,1.6,1.3,15.1,18.2,1.2,1.2,2.4,0.091,-0.6,-0.2,-0.8,0.4,
54.0,Anthony Edwards,24.0,MIN,SG,36.0,36.0,1266.0,22.7,0.622,0.414,0.347,1.9,13.7,7.9,17.4,1.7,2.0,9.9,31.7,2.8,1.5,4.3,0.163,5.2,0.0,5.1,2.3,
55.0,Shaedon Sharpe,22.0,POR,SG,42.0,36.0,1265.0,16.0,0.547,0.338,0.236,4.0,12.9,8.4,15.5,2.4,0.4,13.3,31.0,-0.2,1.3,1.0,0.039,-0.1,-1.0,-1.1,0.3,
56.0,Jaren Jackson Jr.,26.0,MEM,C,41.0,41.0,1252.0,14.9,0.576,0.318,0.288,3.1,16.5,9.8,9.7,1.4,4.7,12.3,25.2,0.1,1.7,1.8,0.068,-1.6,0.7,-0.9,0.3,
57.0,Jeremiah Fears,19.0,NOP,PG,47.0,44.0,1238.0,12.7,0.52,0.267,0.24,3.0,12.5,7.7,17.7,2.2,0.9,14.6,24.6,-0.7,0.6,-0.2,-0.006,-2.2,-1.6,-3.8,-0.6,
58.0,Noah Clowney,21.0,BRK,PF,43.0,36.0,1237.0,11.2,0.548,0.637,0.366,3.8,13.8,8.6,10.0,1.3,2.6,12.9,20.8,0.0,0.8,0.8,0.031,-2.2,-1.0,-3.2,-0.4,
59.0,Brandin Podziemski,22.0,GSW,SG,46.0,14.0,1233.0,14.2,0.586,0.488,0.245,2.7,15.7,9.1,18.1,2.0,0.6,11.6,18.6,1.4,1.5,2.8,0.11,-0.3,0.5,0.2,0.7,
60.0,Wendell Carter Jr.,26.0,ORL,C,41.0,41.0,1233.0,14.6,0.619,0.397,0.366,8.5,19.2,13.8,10.2,1.1,2.2,11.3,15.6,2.1,1.4,3.5,0.135,-0.5,0.4,0.0,0.6,
61.0,Alperen ÅengÃ¼n,23.0,HOU,C,36.0,36.0,1232.0,21.7,0.564,0.132,0.369,9.3,20.1,14.7,28.8,2.2,2.7,15.0,27.0,2.2,1.9,4.2,0.163,3.2,1.7,4.9,2.1,
62.0,Bub Carrington,20.0,WAS,PG,43.0,16.0,1227.0,8.8,0.54,0.593,0.157,1.6,12.6,7.1,21.8,1.0,0.8,20.6,16.7,-0.4,0.1,-0.3,-0.012,-2.8,-2.0,-4.8,-0.9,
63.0,Matas Buzelis,21.0,CHI,PF,44.0,44.0,1226.0,15.0,0.594,0.46,0.267,4.3,15.3,9.9,9.6,1.2,4.4,11.7,21.5,0.8,1.2,1.9,0.075,-0.8,-0.3,-1.1,0.3,
64.0,Tim Hardaway Jr.,33.0,DEN,SG,45.0,5.0,1223.0,13.6,0.618,0.693,0.219,0.8,8.7,4.9,7.0,0.9,0.5,4.2,18.7,2.0,0.5,2.5,0.097,1.0,-2.3,-1.2,0.2,
65.0,Nic Claxton,26.0,BRK,C,41.0,39.0,1222.0,18.9,0.61,0.033,0.413,9.7,20.2,14.6,22.1,1.2,4.3,12.1,17.4,2.7,1.1,3.8,0.149,1.1,1.2,2.3,1.3,
66.0,Kris Dunn,31.0,LAC,PG,44.0,38.0,1211.0,11.3,0.6,0.48,0.178,3.5,8.8,6.2,16.3,2.7,0.6,16.7,12.8,1.1,0.9,2.0,0.079,-2.1,0.9,-1.2,0.2,
67.0,Norman Powell,32.0,MIA,SG,39.0,39.0,1204.0,18.9,0.626,0.45,0.344,1.1,11.1,6.1,13.2,1.8,0.7,9.4,27.3,2.1,1.3,3.3,0.133,2.8,0.1,2.9,1.5,
68.0,Dillon Brooks,30.0,PHO,SF,39.0,39.0,1203.0,13.5,0.546,0.417,0.208,2.4,10.3,6.3,8.8,1.7,0.3,9.3,27.8,0.3,1.2,1.5,0.059,-1.5,-1.2,-2.7,-0.2,
69.0,Max Christie,22.0,DAL,SG,41.0,32.0,1199.0,13.0,0.655,0.619,0.203,0.9,11.5,6.4,10.3,0.8,1.0,10.1,15.9,1.6,1.1,2.7,0.11,0.5,0.1,0.6,0.8,
70.0,Derik Queen,21.0,NOP,C,46.0,34.0,1196.0,16.8,0.551,0.094,0.343,7.1,24.5,15.6,24.7,2.0,3.4,18.2,21.9,0.5,1.1,1.6,0.065,-1.0,0.7,-0.2,0.5,
71.0,Saddiq Bey,26.0,NOP,SF,40.0,32.0,1195.0,16.7,0.571,0.419,0.312,5.7,14.8,10.1,10.9,1.5,0.2,4.3,20.0,2.4,0.4,2.7,0.11,2.0,-2.0,0.0,0.6,
72.0,Myles Turner,29.0,MIL,C,42.0,42.0,1190.0,14.0,0.578,0.602,0.283,4.8,16.6,10.7,8.0,1.1,5.4,8.6,18.2,1.0,1.3,2.3,0.091,-0.5,-0.1,-0.6,0.4,
73.0,Ivica Zubac,28.0,LAC,C,38.0,37.0,1187.0,19.3,0.628,0.0,0.28,14.1,26.9,20.7,12.0,0.6,2.7,14.1,19.6,2.3,1.1,3.5,0.14,1.0,-1.1,-0.1,0.6,
74.0,Lauri Markkanen,28.0,UTA,PF,33.0,33.0,1187.0,21.2,0.616,0.405,0.345,6.0,16.1,10.9,9.9,1.4,1.3,6.5,27.8,2.8,0.2,3.0,0.121,4.6,-2.2,2.5,1.3,
75.0,Duncan Robinson,31.0,DET,SF,41.0,41.0,1183.0,11.6,0.613,0.79,0.17,1.4,9.0,5.3,8.6,1.2,1.3,6.7,15.1,1.8,1.4,3.2,0.13,0.2,0.1,0.3,0.7,
76.0,Jimmy Butler,36.0,GSW,SF,38.0,38.0,1182.0,23.6,0.646,0.184,0.621,8.2,11.6,9.9,24.0,2.2,0.6,9.3,23.2,4.7,1.3,6.0,0.245,4.9,0.6,5.5,2.3,
77.0,Naz Reid,26.0,MIN,C,45.0,2.0,1181.0,17.0,0.598,0.545,0.133,4.8,20.9,13.0,13.7,1.7,3.0,11.3,22.1,1.4,1.8,3.2,0.129,1.4,0.9,2.2,1.3,
78.0,A.J. Green,26.0,MIL,SG,40.0,40.0,1181.0,9.7,0.654,0.906,0.097,0.7,9.1,4.9,9.2,1.0,0.2,10.1,13.4,1.2,0.5,1.7,0.07,-1.3,-1.2,-2.6,-0.2,
79.0,Cason Wallace,22.0,OKC,SG,44.0,35.0,1171.0,10.7,0.529,0.568,0.102,3.4,8.9,6.3,9.8,3.8,0.8,11.5,12.8,0.2,2.5,2.7,0.112,-2.6,3.3,0.7,0.8,
80.0,De'Aaron Fox,28.0,SAS,PG,36.0,36.0,1171.0,18.3,0.584,0.383,0.261,2.3,11.4,6.9,28.3,1.9,0.8,12.2,25.9,1.8,1.5,3.3,0.136,2.1,0.5,2.6,1.4,
81.0,Jake LaRavia,24.0,LAL,PF,43.0,22.0,1170.0,12.7,0.576,0.468,0.269,6.8,11.2,9.1,10.0,2.4,1.5,11.5,14.8,1.2,1.0,2.2,0.091,-0.9,0.1,-0.8,0.4,
82.0,Chet Holmgren,23.0,OKC,PF,40.0,40.0,1168.0,21.8,0.663,0.309,0.341,6.9,24.2,16.0,8.2,0.9,6.8,11.0,22.6,2.6,2.7,5.3,0.219,2.3,1.7,4.0,1.8,
83.0,Davion Mitchell,27.0,MIA,PG,40.0,40.0,1167.0,11.9,0.557,0.378,0.141,1.4,7.8,4.6,31.7,1.9,0.4,17.2,13.6,1.3,1.1,2.4,0.1,-1.8,0.7,-1.1,0.3,
84.0,Michael Porter Jr.,27.0,BRK,SF,35.0,34.0,1162.0,21.2,0.617,0.513,0.233,4.4,22.4,12.9,18.7,1.5,0.6,11.0,30.4,1.7,0.9,2.7,0.111,5.1,-0.9,4.2,1.8,
85.0,Jaylen Wells,22.0,MEM,SG,43.0,43.0,1161.0,10.0,0.53,0.519,0.259,3.8,9.7,6.8,9.0,1.5,0.2,9.4,18.9,0.1,1.0,1.1,0.045,-2.8,-0.7,-3.5,-0.5,
86.0,Andrew Nembhard,26.0,IND,PG,36.0,36.0,1153.0,15.9,0.566,0.372,0.305,1.4,8.1,4.6,36.0,1.3,0.4,13.1,23.6,1.4,0.6,2.0,0.085,1.1,-1.8,-0.7,0.4,
87.0,Donovan Clingan,21.0,POR,C,42.0,42.0,1151.0,19.5,0.612,0.359,0.312,17.2,26.2,21.6,10.3,0.9,4.0,9.6,15.1,2.9,1.5,4.4,0.185,2.1,-0.2,2.0,1.1,
88.0,Jaime Jaquez Jr.,24.0,MIA,SF,40.0,1.0,1151.0,15.4,0.57,0.146,0.277,4.7,14.1,9.4,23.6,1.3,0.6,14.2,22.1,0.9,1.2,2.1,0.088,-0.4,0.2,-0.1,0.5,
89.0,Santi Aldama,25.0,MEM,PF,41.0,9.0,1147.0,16.3,0.572,0.423,0.236,5.9,19.3,12.6,16.1,1.5,2.4,9.6,19.9,1.3,1.5,2.8,0.116,1.2,0.8,2.1,1.2,
90.0,Bam Adebayo,28.0,MIA,C,37.0,37.0,1144.0,16.9,0.546,0.304,0.296,6.4,25.9,16.0,13.0,1.5,2.2,10.0,23.5,0.7,1.8,2.4,0.102,0.6,0.7,1.3,1.0,
91.0,Stephen Curry,37.0,GSW,PG,36.0,36.0,1141.0,22.6,0.635,0.601,0.259,1.4,11.6,6.5,27.4,1.6,1.2,11.4,32.4,2.7,1.1,3.8,0.162,6.5,-1.0,5.4,2.1,
92.0,Jaylon Tyson,23.0,CLE,SG,41.0,26.0,1134.0,15.5,0.627,0.435,0.159,8.0,13.5,10.7,11.1,1.6,1.5,12.1,18.4,1.8,1.1,2.9,0.122,0.8,-0.3,0.5,0.7,
93.0,Sion James,23.0,CHO,SG,45.0,18.0,1131.0,8.5,0.553,0.594,0.324,2.7,12.5,7.7,10.4,1.2,1.4,12.0,10.6,0.9,0.8,1.7,0.071,-2.9,0.4,-2.5,-0.1,
94.0,Ajay Mitchell,23.0,OKC,SG,43.0,9.0,1129.0,17.2,0.59,0.3,0.287,3.0,11.0,7.2,19.6,2.6,1.2,11.7,22.3,1.6,2.2,3.8,0.16,0.4,1.7,2.0,1.1,
95.0,John Collins,28.0,LAC,PF,41.0,32.0,1128.0,15.7,0.658,0.348,0.221,5.9,14.5,10.3,4.8,1.6,3.0,12.0,18.4,1.6,0.9,2.5,0.106,0.0,-0.4,-0.4,0.5,
96.0,Bruce Brown,29.0,DEN,SG,46.0,2.0,1121.0,10.1,0.523,0.226,0.216,5.7,13.0,9.5,11.7,2.0,0.9,13.2,14.1,0.4,0.9,1.3,0.057,-3.1,-0.2,-3.3,-0.4,
97.0,Stephon Castle,21.0,SAS,PG,36.0,36.0,1117.0,15.6,0.554,0.316,0.502,4.1,13.3,8.7,32.7,2.0,0.8,18.8,25.5,0.6,1.5,2.1,0.091,-0.5,0.6,0.1,0.6,
98.0,Paolo Banchero,23.0,ORL,PF,33.0,33.0,1115.0,17.3,0.553,0.238,0.484,3.4,25.2,14.2,22.9,1.0,1.7,13.3,27.2,0.6,1.4,2.0,0.086,0.9,0.3,1.2,0.9,
99.0,OG Anunoby,28.0,NYK,PF,34.0,33.0,1111.0,14.2,0.578,0.465,0.318,4.6,14.0,9.2,9.4,2.5,2.2,13.5,19.9,0.8,1.3,2.1,0.092,-0.6,0.4,-0.2,0.5,
100.0,Nikola JokiÄ,30.0,DEN,C,32.0,32.0,1106.0,36.1,0.713,0.275,0.425,10.4,28.5,19.9,54.3,2.0,2.1,14.5,30.8,7.1,1.6,8.7,0.377,12.2,4.3,16.5,5.1,
101.0,Kyle Kuzma,30.0,MIL,PF,42.0,18.0,1102.0,13.4,0.574,0.301,0.303,3.9,16.0,10.0,12.4,1.2,1.9,12.1,20.8,0.5,0.9,1.4,0.059,-1.8,-1.0,-2.8,-0.2,
102.0,Deandre Ayton,27.0,LAL,C,38.0,38.0,1096.0,18.3,0.684,0.0,0.188,10.3,24.6,17.7,4.5,1.2,3.2,13.2,17.3,1.9,1.1,3.1,0.134,0.0,-1.0,-1.0,0.3,
