Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
247.0,Goga Bitadze,26.0,ORL,C,39.0,1.0,652.0,97.0,141.0,0.688,2.0,10.0,0.2,95.0,131.0,0.725,0.695,38.0,52.0,0.731,84.0,119.0,203.0,49.0,30.0,48.0,22.0,86.0,234.0,0.0,
248.0,Jaden Ivey,23.0,DET,SG,28.0,2.0,475.0,86.0,187.0,0.46,34.0,93.0,0.366,52.0,94.0,0.553,0.551,28.0,36.0,0.778,15.0,44.0,59.0,47.0,13.0,11.0,29.0,38.0,234.0,0.0,
249.0,Bones Hyland,25.0,MIN,PG,36.0,3.0,491.0,84.0,188.0,0.447,41.0,116.0,0.353,43.0,72.0,0.597,0.556,23.0,32.0,0.719,7.0,41.0,48.0,90.0,18.0,9.0,27.0,57.0,232.0,0.0,
250.0,Corey Kispert,26.0,2TM,SF,26.0,5.0,494.0,78.0,167.0,0.467,40.0,106.0,0.377,38.0,61.0,0.623,0.587,36.0,46.0,0.783,10.0,50.0,60.0,41.0,13.0,3.0,21.0,26.0,232.0,0.0,
250.0,Corey Kispert,26.0,WAS,SF,19.0,2.0,370.0,59.0,119.0,0.496,30.0,76.0,0.395,29.0,43.0,0.674,0.622,26.0,34.0,0.765,6.0,38.0,44.0,32.0,8.0,3.0,14.0,20.0,174.0,0.0,
250.0,Corey Kispert,26.0,ATL,SF,7.0,3.0,124.0,19.0,48.0,0.396,10.0,30.0,0.333,9.0,18.0,0.5,0.5,10.0,12.0,0.833,4.0,12.0,16.0,9.0,5.0,0.0,7.0,6.0,58.0,0.0,
251.0,Jordan Walsh,21.0,BOS,PF,39.0,20.0,741.0,87.0,156.0,0.558,29.0,67.0,0.433,58.0,89.0,0.652,0.651,25.0,31.0,0.806,52.0,123.0,175.0,34.0,34.0,18.0,20.0,90.0,228.0,0.0,
252.0,Daniel Gafford,27.0,DAL,C,29.0,20.0,602.0,88.0,140.0,0.629,0.0,0.0,,88.0,140.0,0.629,0.629,51.0,67.0,0.761,58.0,130.0,188.0,24.0,23.0,38.0,39.0,75.0,227.0,0.0,
253.0,Ja'Kobe Walter,21.0,TOR,SG,37.0,9.0,654.0,78.0,181.0,0.431,44.0,120.0,0.367,34.0,61.0,0.557,0.552,27.0,36.0,0.75,26.0,52.0,78.0,32.0,32.0,6.0,19.0,72.0,227.0,0.0,
254.0,De'Anthony Melton,27.0,GSW,PG,20.0,0.0,417.0,81.0,187.0,0.433,27.0,89.0,0.303,54.0,98.0,0.551,0.505,37.0,47.0,0.787,12.0,42.0,54.0,40.0,28.0,11.0,29.0,46.0,226.0,0.0,
255.0,Ben Sheppard,24.0,IND,SG,35.0,12.0,787.0,78.0,207.0,0.377,42.0,130.0,0.323,36.0,77.0,0.468,0.478,26.0,34.0,0.765,22.0,92.0,114.0,62.0,20.0,4.0,17.0,65.0,224.0,0.0,
256.0,Isaiah Jackson,24.0,IND,C,33.0,14.0,569.0,88.0,151.0,0.583,0.0,1.0,0.0,88.0,150.0,0.587,0.583,46.0,65.0,0.708,78.0,107.0,185.0,25.0,21.0,24.0,39.0,94.0,222.0,0.0,
257.0,Nique Clifford,23.0,SAC,SG,42.0,3.0,779.0,85.0,212.0,0.401,28.0,96.0,0.292,57.0,116.0,0.491,0.467,23.0,34.0,0.676,28.0,94.0,122.0,54.0,23.0,12.0,45.0,81.0,221.0,0.0,
258.0,Jaxson Hayes,25.0,LAL,C,35.0,4.0,615.0,90.0,117.0,0.769,1.0,1.0,1.0,89.0,116.0,0.767,0.774,40.0,64.0,0.625,51.0,89.0,140.0,28.0,12.0,21.0,20.0,72.0,221.0,0.0,
259.0,Bryce McGowens,23.0,NOP,SG,29.0,11.0,563.0,73.0,153.0,0.477,24.0,55.0,0.436,49.0,98.0,0.5,0.556,51.0,67.0,0.761,10.0,49.0,59.0,38.0,17.0,4.0,15.0,54.0,221.0,0.0,
260.0,Danny Wolf,21.0,BRK,PF,29.0,4.0,553.0,79.0,198.0,0.399,33.0,90.0,0.367,46.0,108.0,0.426,0.482,28.0,34.0,0.824,29.0,93.0,122.0,51.0,18.0,11.0,29.0,50.0,219.0,0.0,
261.0,Herbert Jones,27.0,NOP,SF,24.0,24.0,676.0,80.0,206.0,0.388,32.0,99.0,0.323,48.0,107.0,0.449,0.466,26.0,32.0,0.813,25.0,59.0,84.0,57.0,40.0,9.0,32.0,78.0,218.0,0.0,
262.0,Tre Mann,24.0,CHO,PG,28.0,1.0,473.0,83.0,223.0,0.372,37.0,115.0,0.322,46.0,108.0,0.426,0.455,15.0,17.0,0.882,19.0,49.0,68.0,63.0,14.0,3.0,38.0,51.0,218.0,0.0,
263.0,Vince Williams Jr.,25.0,MEM,PG,29.0,11.0,625.0,75.0,217.0,0.346,39.0,131.0,0.298,36.0,86.0,0.419,0.435,29.0,35.0,0.829,22.0,93.0,115.0,133.0,21.0,13.0,55.0,59.0,218.0,0.0,
264.0,Yves Missi,21.0,NOP,C,39.0,7.0,734.0,94.0,173.0,0.543,0.0,1.0,0.0,94.0,172.0,0.547,0.543,29.0,49.0,0.592,116.0,100.0,216.0,46.0,13.0,50.0,30.0,66.0,217.0,0.0,
265.0,Jaden Hardy,23.0,DAL,SG,31.0,4.0,381.0,72.0,181.0,0.398,43.0,116.0,0.371,29.0,65.0,0.446,0.517,28.0,35.0,0.8,11.0,31.0,42.0,25.0,7.0,2.0,26.0,39.0,215.0,0.0,
266.0,Gary Payton II,33.0,GSW,SG,43.0,1.0,549.0,96.0,177.0,0.542,14.0,48.0,0.292,82.0,129.0,0.636,0.582,8.0,14.0,0.571,48.0,89.0,137.0,67.0,23.0,14.0,38.0,64.0,214.0,0.0,
267.0,Nae'Qwan Tomlin,25.0,CLE,PF,35.0,2.0,561.0,86.0,181.0,0.475,14.0,65.0,0.215,72.0,116.0,0.621,0.514,28.0,39.0,0.718,50.0,62.0,112.0,28.0,25.0,24.0,11.0,69.0,214.0,0.0,
268.0,Cole Anthony,25.0,MIL,PG,31.0,0.0,468.0,90.0,201.0,0.448,20.0,62.0,0.323,70.0,139.0,0.504,0.498,13.0,22.0,0.591,13.0,66.0,79.0,111.0,19.0,10.0,60.0,65.0,213.0,0.0,
269.0,Mouhamed Gueye,23.0,ATL,PF,45.0,4.0,719.0,82.0,187.0,0.439,22.0,81.0,0.272,60.0,106.0,0.566,0.497,23.0,39.0,0.59,51.0,108.0,159.0,45.0,36.0,25.0,26.0,78.0,209.0,0.0,
270.0,Kris Murray,25.0,POR,SF,34.0,11.0,874.0,78.0,175.0,0.446,20.0,78.0,0.256,58.0,97.0,0.598,0.503,31.0,42.0,0.738,61.0,75.0,136.0,42.0,40.0,14.0,31.0,68.0,207.0,0.0,
271.0,Tristan Vukcevic,22.0,WAS,C,30.0,2.0,342.0,70.0,154.0,0.455,12.0,60.0,0.2,58.0,94.0,0.617,0.494,55.0,72.0,0.764,17.0,54.0,71.0,29.0,8.0,20.0,30.0,37.0,207.0,0.0,
272.0,Dean Wade,29.0,CLE,PF,37.0,16.0,842.0,70.0,178.0,0.393,43.0,133.0,0.323,27.0,45.0,0.6,0.514,24.0,32.0,0.75,31.0,122.0,153.0,59.0,26.0,14.0,11.0,60.0,207.0,0.0,
273.0,Keon Ellis,26.0,SAC,SG,39.0,5.0,675.0,71.0,185.0,0.384,45.0,126.0,0.357,26.0,59.0,0.441,0.505,19.0,30.0,0.633,14.0,38.0,52.0,23.0,44.0,19.0,19.0,63.0,206.0,0.0,
274.0,Jakob Poeltl,30.0,TOR,C,21.0,21.0,531.0,88.0,127.0,0.693,0.0,0.0,,88.0,127.0,0.693,0.693,28.0,47.0,0.596,57.0,105.0,162.0,45.0,16.0,11.0,33.0,66.0,204.0,0.0,
275.0,Drake Powell,20.0,BRK,SG,32.0,6.0,614.0,73.0,162.0,0.451,25.0,80.0,0.313,48.0,82.0,0.585,0.528,33.0,37.0,0.892,6.0,44.0,50.0,55.0,20.0,5.0,30.0,47.0,204.0,0.0,
276.0,Craig Porter Jr.,25.0,CLE,PG,41.0,2.0,728.0,80.0,172.0,0.465,24.0,60.0,0.4,56.0,112.0,0.5,0.535,15.0,26.0,0.577,60.0,88.0,148.0,124.0,38.0,26.0,38.0,47.0,199.0,0.0,
277.0,Nicolas Batum,37.0,LAC,PF,43.0,4.0,864.0,64.0,163.0,0.393,61.0,155.0,0.394,3.0,8.0,0.375,0.58,9.0,11.0,0.818,17.0,93.0,110.0,34.0,35.0,18.0,27.0,73.0,198.0,0.0,
278.0,Jalen Pickett,26.0,DEN,SG,31.0,13.0,586.0,74.0,170.0,0.435,37.0,90.0,0.411,37.0,80.0,0.463,0.544,10.0,11.0,0.909,15.0,74.0,89.0,90.0,12.0,3.0,26.0,32.0,195.0,0.0,
279.0,Alex Caruso,31.0,OKC,SG,32.0,0.0,582.0,70.0,168.0,0.417,31.0,103.0,0.301,39.0,65.0,0.6,0.509,23.0,28.0,0.821,18.0,73.0,91.0,68.0,45.0,12.0,25.0,40.0,194.0,0.0,
280.0,Jordan Miller,26.0,LAC,SF,23.0,0.0,422.0,65.0,126.0,0.516,19.0,48.0,0.396,46.0,78.0,0.59,0.591,44.0,53.0,0.83,19.0,49.0,68.0,36.0,16.0,4.0,22.0,23.0,193.0,0.0,
281.0,Cam Whitmore,21.0,WAS,SF,21.0,0.0,354.0,77.0,169.0,0.456,16.0,56.0,0.286,61.0,113.0,0.54,0.503,23.0,31.0,0.742,19.0,39.0,58.0,15.0,15.0,8.0,18.0,25.0,193.0,0.0,
282.0,Trae Young,27.0,ATL,PG,10.0,10.0,280.0,56.0,135.0,0.415,18.0,59.0,0.305,38.0,76.0,0.5,0.481,63.0,73.0,0.863,0.0,15.0,15.0,89.0,10.0,1.0,26.0,20.0,193.0,0.0,
283.0,Tyler Kolek,24.0,NYK,PG,39.0,1.0,518.0,77.0,179.0,0.43,25.0,76.0,0.329,52.0,103.0,0.505,0.5,11.0,16.0,0.688,13.0,61.0,74.0,107.0,17.0,3.0,39.0,55.0,190.0,0.0,
284.0,Jared McCain,21.0,PHI,SG,31.0,1.0,519.0,69.0,195.0,0.354,30.0,93.0,0.323,39.0,102.0,0.382,0.431,22.0,25.0,0.88,4.0,62.0,66.0,48.0,22.0,1.0,23.0,36.0,190.0,0.0,
285.0,Micah Peavy,24.0,NOP,SG,39.0,1.0,627.0,80.0,200.0,0.4,19.0,74.0,0.257,61.0,126.0,0.484,0.448,11.0,15.0,0.733,37.0,51.0,88.0,45.0,29.0,6.0,12.0,67.0,190.0,0.0,
286.0,Tidjane SalaÃ¼n,20.0,CHO,PF,29.0,0.0,475.0,69.0,134.0,0.515,30.0,68.0,0.441,39.0,66.0,0.591,0.627,21.0,30.0,0.7,22.0,104.0,126.0,26.0,11.0,7.0,21.0,47.0,189.0,0.0,
287.0,Steven Adams,32.0,HOU,C,32.0,11.0,730.0,70.0,139.0,0.504,0.0,0.0,,70.0,139.0,0.504,0.504,47.0,81.0,0.58,145.0,131.0,276.0,48.0,22.0,20.0,35.0,55.0,187.0,0.0,
288.0,Will Riley,19.0,WAS,SF,35.0,0.0,489.0,67.0,164.0,0.409,16.0,63.0,0.254,51.0,101.0,0.505,0.457,36.0,45.0,0.8,26.0,45.0,71.0,39.0,15.0,4.0,29.0,26.0,186.0,0.0,
289.0,Mike Conley,38.0,MIN,PG,39.0,8.0,721.0,54.0,160.0,0.338,40.0,119.0,0.336,14.0,41.0,0.341,0.463,37.0,42.0,0.881,13.0,55.0,68.0,114.0,22.0,7.0,24.0,59.0,185.0,0.0,
290.0,Robert Williams,28.0,POR,C,31.0,1.0,497.0,82.0,113.0,0.726,3.0,12.0,0.25,79.0,101.0,0.782,0.739,18.0,24.0,0.75,62.0,133.0,195.0,30.0,19.0,41.0,19.0,37.0,185.0,0.0,
291.0,Josh Minott,23.0,BOS,PF,29.0,10.0,510.0,66.0,131.0,0.504,32.0,73.0,0.438,34.0,58.0,0.586,0.626,20.0,26.0,0.769,39.0,76.0,115.0,32.0,24.0,11.0,18.0,49.0,184.0,0.0,
292.0,Aaron Holiday,29.0,HOU,PG,30.0,1.0,420.0,58.0,145.0,0.4,38.0,100.0,0.38,20.0,45.0,0.444,0.531,25.0,29.0,0.862,4.0,21.0,25.0,30.0,13.0,4.0,21.0,41.0,179.0,0.0,
293.0,Paul Reed,26.0,DET,C,31.0,6.0,378.0,77.0,130.0,0.592,7.0,20.0,0.35,70.0,110.0,0.636,0.619,18.0,32.0,0.563,59.0,75.0,134.0,38.0,28.0,19.0,32.0,49.0,179.0,0.0,
294.0,Al Horford,39.0,GSW,C,26.0,1.0,509.0,63.0,161.0,0.391,40.0,114.0,0.351,23.0,47.0,0.489,0.516,11.0,11.0,1.0,24.0,105.0,129.0,53.0,20.0,27.0,25.0,31.0,177.0,0.0,
295.0,Kevin Love,37.0,UTA,PF,25.0,4.0,433.0,57.0,143.0,0.399,36.0,100.0,0.36,21.0,43.0,0.488,0.524,27.0,33.0,0.818,42.0,98.0,140.0,46.0,8.0,8.0,20.0,44.0,177.0,0.0,
296.0,Jase Richardson,20.0,ORL,SG,30.0,0.0,374.0,67.0,134.0,0.5,22.0,53.0,0.415,45.0,81.0,0.556,0.582,21.0,30.0,0.7,16.0,29.0,45.0,39.0,8.0,2.0,19.0,34.0,177.0,0.0,
297.0,Cody Williams,21.0,UTA,SG,32.0,9.0,557.0,76.0,164.0,0.463,13.0,57.0,0.228,63.0,107.0,0.589,0.503,12.0,21.0,0.571,25.0,45.0,70.0,27.0,12.0,9.0,16.0,53.0,177.0,0.0,
298.0,Ochai Agbaji,25.0,TOR,SG,38.0,13.0,627.0,70.0,166.0,0.422,12.0,64.0,0.188,58.0,102.0,0.569,0.458,24.0,27.0,0.889,30.0,60.0,90.0,29.0,17.0,11.0,17.0,72.0,176.0,0.0,
299.0,Derrick Jones Jr.,28.0,LAC,SF,17.0,13.0,411.0,65.0,117.0,0.556,22.0,55.0,0.4,43.0,62.0,0.694,0.65,24.0,31.0,0.774,15.0,30.0,45.0,20.0,13.0,18.0,14.0,35.0,176.0,0.0,
300.0,Landry Shamet,28.0,NYK,SG,19.0,6.0,383.0,53.0,115.0,0.461,37.0,85.0,0.435,16.0,30.0,0.533,0.622,31.0,40.0,0.775,7.0,26.0,33.0,21.0,10.0,5.0,8.0,23.0,174.0,0.0,
301.0,Jaylin Williams,23.0,OKC,PF,31.0,4.0,558.0,54.0,148.0,0.365,35.0,115.0,0.304,19.0,33.0,0.576,0.483,30.0,41.0,0.732,16.0,128.0,144.0,76.0,18.0,16.0,30.0,61.0,173.0,0.0,
302.0,Jaylen Clark,24.0,MIN,SG,42.0,0.0,590.0,61.0,141.0,0.433,17.0,59.0,0.288,44.0,82.0,0.537,0.493,33.0,51.0,0.647,39.0,44.0,83.0,25.0,32.0,7.0,14.0,62.0,172.0,0.0,
303.0,Dalton Knecht,24.0,LAL,SF,36.0,1.0,450.0,66.0,151.0,0.437,29.0,91.0,0.319,37.0,60.0,0.617,0.533,11.0,16.0,0.688,11.0,45.0,56.0,13.0,8.0,9.0,16.0,37.0,172.0,0.0,
304.0,Karlo MatkoviÄ,24.0,NOP,PF,34.0,2.0,436.0,73.0,117.0,0.624,16.0,38.0,0.421,57.0,79.0,0.722,0.692,8.0,15.0,0.533,28.0,81.0,109.0,24.0,9.0,25.0,17.0,54.0,170.0,0.0,
305.0,Asa Newell,20.0,ATL,PF,33.0,0.0,351.0,67.0,120.0,0.558,25.0,57.0,0.439,42.0,63.0,0.667,0.663,11.0,20.0,0.55,28.0,35.0,63.0,18.0,12.0,11.0,17.0,53.0,170.0,0.0,
306.0,Jarred Vanderbilt,26.0,LAL,PF,34.0,3.0,675.0,64.0,132.0,0.485,17.0,54.0,0.315,47.0,78.0,0.603,0.549,22.0,31.0,0.71,55.0,118.0,173.0,45.0,30.0,13.0,38.0,66.0,167.0,0.0,
307.0,GG Jackson II,21.0,MEM,PF,23.0,3.0,361.0,61.0,131.0,0.466,19.0,63.0,0.302,42.0,68.0,0.618,0.538,24.0,32.0,0.75,9.0,56.0,65.0,16.0,16.0,12.0,22.0,36.0,165.0,0.0,
308.0,Pat Spencer,29.0,GSW,PG,30.0,3.0,411.0,62.0,152.0,0.408,17.0,47.0,0.362,45.0,105.0,0.429,0.464,21.0,24.0,0.875,19.0,40.0,59.0,89.0,18.0,1.0,27.0,33.0,162.0,0.0,
309.0,Branden Carlson,26.0,OKC,C,32.0,2.0,351.0,66.0,126.0,0.524,20.0,57.0,0.351,46.0,69.0,0.667,0.603,9.0,17.0,0.529,18.0,63.0,81.0,19.0,6.0,16.0,12.0,29.0,161.0,0.0,
310.0,Quenton Jackson,27.0,IND,PG,22.0,9.0,348.0,52.0,119.0,0.437,17.0,46.0,0.37,35.0,73.0,0.479,0.508,40.0,51.0,0.784,12.0,31.0,43.0,41.0,14.0,4.0,26.0,37.0,161.0,0.0,
311.0,Hugo GonzÃ¡lez,19.0,BOS,SF,39.0,2.0,583.0,65.0,127.0,0.512,21.0,55.0,0.382,44.0,72.0,0.611,0.594,9.0,17.0,0.529,35.0,98.0,133.0,23.0,23.0,11.0,24.0,75.0,160.0,0.0,
312.0,Justin Edwards,22.0,PHI,SF,33.0,5.0,474.0,56.0,146.0,0.384,32.0,96.0,0.333,24.0,50.0,0.48,0.493,15.0,17.0,0.882,15.0,35.0,50.0,38.0,21.0,8.0,21.0,50.0,159.0,0.0,
313.0,Kenrich Williams,31.0,OKC,PF,26.0,0.0,384.0,64.0,123.0,0.52,22.0,60.0,0.367,42.0,63.0,0.667,0.61,8.0,17.0,0.471,21.0,61.0,82.0,41.0,15.0,4.0,14.0,29.0,158.0,0.0,
314.0,Drew Eubanks,28.0,SAC,C,30.0,11.0,420.0,66.0,110.0,0.6,1.0,4.0,0.25,65.0,106.0,0.613,0.605,24.0,43.0,0.558,25.0,57.0,82.0,8.0,12.0,19.0,25.0,41.0,157.0,0.0,
315.0,Taylor Hendricks,22.0,UTA,PF,31.0,6.0,466.0,55.0,117.0,0.47,23.0,63.0,0.365,32.0,54.0,0.593,0.568,23.0,30.0,0.767,28.0,67.0,95.0,21.0,13.0,8.0,17.0,39.0,156.0,0.0,
316.0,Jabari Walker,23.0,PHI,PF,40.0,6.0,509.0,55.0,132.0,0.417,14.0,57.0,0.246,41.0,75.0,0.547,0.47,32.0,44.0,0.727,50.0,82.0,132.0,20.0,13.0,11.0,17.0,70.0,156.0,0.0,
317.0,Zeke Nnaji,25.0,DEN,PF,33.0,2.0,453.0,55.0,113.0,0.487,11.0,40.0,0.275,44.0,73.0,0.603,0.535,33.0,40.0,0.825,23.0,70.0,93.0,19.0,13.0,17.0,16.0,47.0,154.0,0.0,
318.0,Tyrese Proctor,21.0,CLE,PG,32.0,1.0,337.0,52.0,142.0,0.366,29.0,90.0,0.322,23.0,52.0,0.442,0.468,19.0,23.0,0.826,6.0,33.0,39.0,38.0,10.0,0.0,17.0,37.0,152.0,0.0,
319.0,Tony Bradley,28.0,IND,C,38.0,3.0,416.0,59.0,106.0,0.557,1.0,2.0,0.5,58.0,104.0,0.558,0.561,32.0,43.0,0.744,56.0,51.0,107.0,20.0,6.0,7.0,17.0,60.0,151.0,0.0,
320.0,Keaton Wallace,26.0,ATL,PG,36.0,2.0,440.0,56.0,133.0,0.421,33.0,82.0,0.402,23.0,51.0,0.451,0.545,6.0,11.0,0.545,3.0,43.0,46.0,79.0,21.0,5.0,22.0,37.0,151.0,0.0,
321.0,Zach Edey,23.0,MEM,C,11.0,11.0,284.0,62.0,98.0,0.633,1.0,5.0,0.2,61.0,93.0,0.656,0.638,25.0,32.0,0.781,43.0,79.0,122.0,12.0,7.0,21.0,26.0,37.0,150.0,0.0,
322.0,Johnny Furphy,21.0,IND,SG,28.0,14.0,500.0,58.0,118.0,0.492,21.0,57.0,0.368,37.0,61.0,0.607,0.581,13.0,28.0,0.464,27.0,91.0,118.0,24.0,16.0,6.0,23.0,49.0,150.0,0.0,
323.0,Jordan Hawkins,23.0,NOP,SG,35.0,0.0,493.0,54.0,169.0,0.32,28.0,93.0,0.301,26.0,76.0,0.342,0.402,14.0,18.0,0.778,14.0,48.0,62.0,26.0,8.0,7.0,22.0,22.0,150.0,0.0,
324.0,Mitchell Robinson,27.0,NYK,C,31.0,13.0,597.0,65.0,96.0,0.677,0.0,0.0,,65.0,96.0,0.677,0.677,20.0,53.0,0.377,151.0,132.0,283.0,33.0,26.0,37.0,22.0,73.0,150.0,0.0,
325.0,Lonzo Ball,28.0,CLE,PG,30.0,3.0,636.0,49.0,161.0,0.304,36.0,133.0,0.271,13.0,28.0,0.464,0.416,14.0,20.0,0.7,25.0,92.0,117.0,124.0,37.0,8.0,45.0,38.0,148.0,0.0,
326.0,Noah Penda,21.0,ORL,SF,28.0,2.0,394.0,53.0,116.0,0.457,21.0,47.0,0.447,32.0,69.0,0.464,0.547,20.0,33.0,0.606,44.0,68.0,112.0,35.0,16.0,13.0,21.0,38.0,147.0,0.0,
327.0,Jalen Wilson,25.0,BRK,PF,29.0,0.0,398.0,46.0,122.0,0.377,27.0,77.0,0.351,19.0,45.0,0.422,0.488,28.0,37.0,0.757,4.0,31.0,35.0,16.0,9.0,2.0,14.0,34.0,147.0,0.0,
328.0,Jamaree Bouyea,26.0,PHO,PG,19.0,0.0,280.0,59.0,105.0,0.562,16.0,39.0,0.41,43.0,66.0,0.652,0.638,11.0,16.0,0.688,10.0,29.0,39.0,33.0,12.0,7.0,7.0,14.0,145.0,0.0,
329.0,Thomas Bryant,28.0,CLE,C,31.0,0.0,282.0,51.0,98.0,0.52,16.0,47.0,0.34,35.0,51.0,0.686,0.602,24.0,29.0,0.828,23.0,55.0,78.0,13.0,7.0,12.0,10.0,34.0,142.0,0.0,
330.0,Nick Smith Jr.,21.0,LAL,SG,23.0,1.0,300.0,53.0,124.0,0.427,27.0,68.0,0.397,26.0,56.0,0.464,0.536,7.0,11.0,0.636,2.0,16.0,18.0,27.0,8.0,2.0,18.0,24.0,140.0,0.0,
331.0,Adem Bona,22.0,PHI,C,34.0,3.0,571.0,48.0,81.0,0.593,2.0,5.0,0.4,46.0,76.0,0.605,0.605,41.0,61.0,0.672,61.0,74.0,135.0,9.0,11.0,47.0,26.0,68.0,139.0,0.0,
